1.144601821899414062e+00,1.479852080345153809e+00
2.638024330139160156e+00,2.345156192779541016e+00
5.773987770080566406e-01,5.004916191101074219e-01
3.198372125625610352e-01,3.253261446952819824e-01
6.568496227264404297e-01,5.859315395355224609e-01
5.782186985015869141e-01,6.972998380661010742e-01
4.625209271907806396e-01,4.154622554779052734e-01
2.070420384407043457e-01,2.290666699409484863e-01
3.573729991912841797e-01,2.484026402235031128e-01
2.934511005878448486e-01,1.625355333089828491e-01
5.004380941390991211e-01,4.698925614356994629e-01
2.295418024063110352e+00,2.151891946792602539e+00
6.685857772827148438e-01,5.393961668014526367e-01
5.652896165847778320e-01,6.703768968582153320e-01
8.308355212211608887e-01,8.587466478347778320e-01
3.143498301506042480e-01,3.689640760421752930e-01
3.654359579086303711e-01,3.284989595413208008e-01
9.091270565986633301e-01,9.182945489883422852e-01
2.604068219661712646e-01,1.930828839540481567e-01
2.177946805953979492e+00,2.257839202880859375e+00
1.848970353603363037e-01,2.039545178413391113e-01
2.935481667518615723e-01,2.991285920143127441e-01
1.548496037721633911e-01,1.765385866165161133e-01
5.628472566604614258e-01,5.626533031463623047e-01
4.789211153984069824e-01,5.353428125381469727e-01
2.642799913883209229e-01,2.889788448810577393e-01
4.474474191665649414e-01,5.345021486282348633e-01
1.741729974746704102e-01,1.782975494861602783e-01
2.684645950794219971e-01,3.011452853679656982e-01
7.049647569656372070e-01,6.087642908096313477e-01
5.133475661277770996e-01,4.196611046791076660e-01
3.242785930633544922e-01,2.411266863346099854e-01
4.024085998535156250e-01,4.853357076644897461e-01
3.482624292373657227e-01,2.850804924964904785e-01
8.404267430305480957e-01,1.093065738677978516e+00
9.911323785781860352e-01,1.032917737960815430e+00
4.334964156150817871e-01,4.647584259510040283e-01
4.366623759269714355e-01,5.033017396926879883e-01
2.156018614768981934e-01,2.144889235496520996e-01
2.011809051036834717e-01,1.892074346542358398e-01
4.079484343528747559e-01,4.085195064544677734e-01
2.894407808780670166e-01,2.976386249065399170e-01
6.891706585884094238e-01,7.590448856353759766e-01
9.880798459053039551e-01,1.057197570800781250e+00
4.646490514278411865e-01,4.623951613903045654e-01
5.465835332870483398e-01,4.842453896999359131e-01
1.817851066589355469e-01,1.612673699855804443e-01
3.558009266853332520e-01,4.318028986454010010e-01
1.860541701316833496e+00,1.290317058563232422e+00
6.101955771446228027e-01,5.338598489761352539e-01
4.924500882625579834e-01,5.655434131622314453e-01
1.290406584739685059e-01,1.274773925542831421e-01
4.711889922618865967e-01,4.872028231620788574e-01
5.908524394035339355e-01,6.235454082489013672e-01
3.024353086948394775e-01,3.898358643054962158e-01
3.975622951984405518e-01,5.159783363342285156e-01
1.609060764312744141e-01,1.527935117483139038e-01
3.176642358303070068e-01,2.587857544422149658e-01
6.935344338417053223e-01,6.240228414535522461e-01
2.147602796554565430e+00,2.255788803100585938e+00
4.105736613273620605e-01,4.395731091499328613e-01
7.745462656021118164e-01,6.807401180267333984e-01
7.520880103111267090e-01,6.461926102638244629e-01
4.340782463550567627e-01,4.712441861629486084e-01
4.967728853225708008e-01,5.209391713142395020e-01
1.932578086853027344e+00,1.875736355781555176e+00
1.211139187216758728e-01,1.283290386199951172e-01
4.793421328067779541e-01,4.773314595222473145e-01
3.888574242591857910e-01,3.781681358814239502e-01
7.465465664863586426e-01,7.004903554916381836e-01
1.054506182670593262e+00,1.127912282943725586e+00
8.096057176589965820e-01,7.269454002380371094e-01
5.199956893920898438e-01,5.505505800247192383e-01
3.163262605667114258e-01,2.880679070949554443e-01
1.230721473693847656e+00,1.065091729164123535e+00
7.499096989631652832e-01,6.313524842262268066e-01
3.805146515369415283e-01,3.080787062644958496e-01
2.243717670440673828e+00,1.968968033790588379e+00
8.949354290962219238e-01,1.100729823112487793e+00
3.113285303115844727e-01,3.197066187858581543e-01
4.877065122127532959e-01,5.366222262382507324e-01
8.297976255416870117e-01,7.981678247451782227e-01
1.038901090621948242e+00,1.071484804153442383e+00
4.073008596897125244e-01,4.996653497219085693e-01
2.087711811065673828e+00,2.138591289520263672e+00
4.413016438484191895e-01,3.038652837276458740e-01
1.101359844207763672e+00,9.790798425674438477e-01
1.358368396759033203e-01,1.280746757984161377e-01
4.097204804420471191e-01,4.756039083003997803e-01
3.037327826023101807e-01,2.559754550457000732e-01
6.380534172058105469e-01,8.335711956024169922e-01
1.637179851531982422e-01,1.760023534297943115e-01
7.675720453262329102e-01,8.128374814987182617e-01
5.141656994819641113e-01,5.948743820190429688e-01
1.445704936981201172e+00,1.421366095542907715e+00
3.110981881618499756e-01,3.682054877281188965e-01
1.874525994062423706e-01,1.270224303007125854e-01
8.234716653823852539e-01,8.396533727645874023e-01
1.553244948387145996e+00,1.660752177238464355e+00
1.480236500501632690e-01,1.839469671249389648e-01
4.348652362823486328e-01,4.541405141353607178e-01
3.581377506256103516e+00,2.966089010238647461e+00
8.454284071922302246e-01,8.078185319900512695e-01
5.170426368713378906e-01,4.632681310176849365e-01
3.286816775798797607e-01,3.073668479919433594e-01
1.772121787071228027e-01,1.789938062429428101e-01
3.424333035945892334e-01,3.480236232280731201e-01
5.691037774085998535e-01,5.208213329315185547e-01
3.063963353633880615e-01,2.456434518098831177e-01
1.565968543291091919e-01,1.626455038785934448e-01
4.262213110923767090e-01,4.687162339687347412e-01
9.305607676506042480e-01,1.055401444435119629e+00
1.232792854309082031e+00,1.303291082382202148e+00
7.888560295104980469e-01,9.167938232421875000e-01
6.167581677436828613e-01,6.134670972824096680e-01
1.973865628242492676e-01,2.095537930727005005e-01
5.936906933784484863e-01,3.781605064868927002e-01
1.456477642059326172e-01,1.419270187616348267e-01
2.293449640274047852e+00,2.224355697631835938e+00
3.445202410221099854e-01,2.988651692867279053e-01
4.611351490020751953e-01,5.204577445983886719e-01
7.835441231727600098e-01,7.214207649230957031e-01
8.672723174095153809e-01,9.683784246444702148e-01
1.102900624275207520e+00,1.045708179473876953e+00
4.159527719020843506e-01,5.112271308898925781e-01
6.865698695182800293e-01,7.839652299880981445e-01
1.667447388172149658e-01,1.699385941028594971e-01
9.390966892242431641e-01,8.060476779937744141e-01
1.863435059785842896e-01,1.333801001310348511e-01
6.078701615333557129e-01,5.427120923995971680e-01
3.390109837055206299e-01,3.416307568550109863e-01
4.500124454498291016e-01,4.508584439754486084e-01
3.039640486240386963e-01,2.704481780529022217e-01
1.193368881940841675e-01,1.419270187616348267e-01
5.226501822471618652e-01,5.888991355895996094e-01
2.144037187099456787e-01,2.382748126983642578e-01
1.661689877510070801e-01,1.319514960050582886e-01
7.570316791534423828e-01,7.966417074203491211e-01
5.423973202705383301e-01,5.496296286582946777e-01
1.690439879894256592e-01,1.431578546762466431e-01
4.822966754436492920e-01,4.942167401313781738e-01
4.451864063739776611e-01,5.577772855758666992e-01
6.867902874946594238e-01,7.567417621612548828e-01
6.969427466392517090e-01,5.969721078872680664e-01
2.604343891143798828e+00,1.780819535255432129e+00
3.270776867866516113e-01,3.606872260570526123e-01
5.880029201507568359e-01,6.571145057678222656e-01
4.142436683177947998e-01,3.603575825691223145e-01
2.791281044483184814e-01,2.589200735092163086e-01
2.874011397361755371e-01,2.253447175025939941e-01
4.728682339191436768e-01,5.029383897781372070e-01
4.879617989063262939e-01,4.065558016300201416e-01
6.632160544395446777e-01,5.952917337417602539e-01
7.104848623275756836e-01,8.045930862426757812e-01
5.365804433822631836e-01,6.627628803253173828e-01
3.060354888439178467e-01,3.854776024818420410e-01
2.185998678207397461e+00,2.136290073394775391e+00
1.194396257400512695e+00,1.443253159523010254e+00
7.687261700630187988e-01,7.272466421127319336e-01
1.975881755352020264e-01,2.079657614231109619e-01
3.621244430541992188e-01,4.312833547592163086e-01
1.867447257041931152e+00,1.704292654991149902e+00
2.456689774990081787e-01,2.309164702892303467e-01
1.374783962965011597e-01,1.604395806789398193e-01
7.248973250389099121e-01,6.864911317825317383e-01
2.780579328536987305e-01,3.211357891559600830e-01
8.941190242767333984e-01,1.081566572189331055e+00
1.715055853128433228e-01,1.634779572486877441e-01
2.266300678253173828e+00,1.988896369934082031e+00
7.506422996520996094e-01,9.177839756011962891e-01
2.692390084266662598e-01,3.396951854228973389e-01
5.148620009422302246e-01,5.707426667213439941e-01
6.144917607307434082e-01,5.725407600402832031e-01
5.505250096321105957e-01,6.031199693679809570e-01
1.253939509391784668e+00,1.324763655662536621e+00
1.528848409652709961e+00,1.485256791114807129e+00
1.121510937809944153e-01,1.419270187616348267e-01
2.095343768596649170e-01,2.004970908164978027e-01
7.406593561172485352e-01,6.177278757095336914e-01
4.000613987445831299e-01,3.584031462669372559e-01
3.149773478507995605e-01,3.489346504211425781e-01
4.246051609516143799e-01,3.128169775009155273e-01
1.289541125297546387e-01,1.621523946523666382e-01
4.739907979965209961e-01,5.932824611663818359e-01
