-6.786801666021347046e-02,-4.224642366170883179e-02,5.640153586864471436e-02
-1.253841519355773926e-01,-8.421737700700759888e-02,1.090076714754104614e-01
2.744648978114128113e-02,-1.636897772550582886e-02,-4.262868687510490417e-02
-3.322491422295570374e-02,4.058803617954254150e-02,-9.229938685894012451e-02
1.991519704461097717e-02,-3.120102733373641968e-02,-3.837883099913597107e-02
-1.766170561313629150e-02,-1.507356762886047363e-03,1.151682436466217041e-02
3.411878645420074463e-02,-3.723129630088806152e-04,-4.583294317126274109e-02
-5.508571490645408630e-02,9.813590347766876221e-02,-5.308939516544342041e-02
-3.235481679439544678e-02,7.105110585689544678e-02,-8.514991402626037598e-02
3.688398003578186035e-02,9.615725278854370117e-02,-2.317149564623832703e-02
6.126328557729721069e-02,4.302481561899185181e-02,8.201873302459716797e-02
-3.856957703828811646e-02,-1.089371666312217712e-01,1.386711895465850830e-01
-5.562300235033035278e-02,4.450008273124694824e-03,-7.741557061672210693e-02
-4.020243883132934570e-03,-1.754056662321090698e-02,-8.252382278442382812e-03
-8.097118884325027466e-02,-2.082494646310806274e-02,-5.641680210828781128e-02
-5.621980875730514526e-02,5.441811680793762207e-02,-6.347497552633285522e-02
1.050727590918540955e-01,1.803718507289886475e-02,2.170427888631820679e-02
-6.649228930473327637e-02,-6.206309050321578979e-02,-8.321692049503326416e-02
9.980084747076034546e-02,7.985739409923553467e-02,4.075498133897781372e-02
-4.165039211511611938e-02,-1.162727996706962585e-01,1.468097120523452759e-01
8.841062337160110474e-02,8.663877844810485840e-02,5.399781465530395508e-02
1.070838943123817444e-01,2.744782716035842896e-02,1.976903527975082397e-02
-3.153926879167556763e-02,9.960414469242095947e-02,-7.844870537519454956e-02
9.739812463521957397e-02,-4.832952469587326050e-02,6.091780960559844971e-03
-4.680774733424186707e-02,-8.539058268070220947e-03,-9.050985425710678101e-02
3.650320321321487427e-02,4.359973222017288208e-02,-3.458932787179946899e-02
5.580887198448181152e-03,8.692182600498199463e-03,-1.162196695804595947e-02
3.792550414800643921e-02,8.942155539989471436e-02,-2.374234423041343689e-02
1.003035679459571838e-01,3.516887128353118896e-02,3.255378454923629761e-02
8.131399005651473999e-02,-3.350371867418289185e-02,3.060016781091690063e-02
1.034361049532890320e-01,-1.104023307561874390e-02,1.110607385635375977e-02
3.688689321279525757e-02,6.344950199127197266e-02,-3.008073568344116211e-02
1.808337867259979248e-02,4.471771419048309326e-03,-2.679311484098434448e-02
-3.276968747377395630e-02,5.652602761983871460e-02,-8.855885267257690430e-02
-8.503036201000213623e-02,-5.611673742532730103e-02,-6.136287748813629150e-02
4.878211766481399536e-02,-7.747221738100051880e-02,5.428750813007354736e-02
2.661838009953498840e-02,-3.270879387855529785e-03,-3.805551677942276001e-02
2.664260193705558777e-02,-1.647894829511642456e-02,-4.248930513858795166e-02
-3.197120875120162964e-02,8.448154479265213013e-02,-8.199787884950637817e-02
8.921033143997192383e-02,9.750598669052124023e-02,6.780833005905151367e-02
1.062362268567085266e-01,-9.929634630680084229e-03,1.117680966854095459e-02
1.012933924794197083e-01,3.143858909606933594e-02,2.126152813434600830e-02
-1.210583373904228210e-02,-2.335890382528305054e-02,-5.058720707893371582e-04
4.879325628280639648e-02,-8.545456081628799438e-02,4.817469418048858643e-02
1.047575846314430237e-01,-2.636427432298660278e-02,6.493635475635528564e-03
3.388231992721557617e-02,-2.162248641252517700e-02,-5.051695555448532104e-02
9.759119898080825806e-02,9.972012788057327271e-02,4.918998479843139648e-02
-6.034069508314132690e-02,4.257769882678985596e-02,-6.211719289422035217e-02
-3.975756466388702393e-02,-6.582643836736679077e-02,1.760308444499969482e-02
2.146236598491668701e-02,-1.720461994409561157e-02,-3.659183531999588013e-02
-5.785606801509857178e-02,-6.195753812789916992e-04,-7.632169127464294434e-02
4.299502074718475342e-02,1.097146347165107727e-01,-1.530464366078376770e-02
1.735018938779830933e-02,5.266755819320678711e-03,-2.536018192768096924e-02
1.531142741441726685e-02,-3.588489443063735962e-02,-3.503794968128204346e-02
-2.440214157104492188e-04,5.779778957366943359e-02,7.878407835960388184e-03
-1.486421003937721252e-02,4.245328158140182495e-02,1.879414916038513184e-02
1.102656796574592590e-01,9.223570674657821655e-02,3.606398403644561768e-02
-6.897718459367752075e-02,1.007894724607467651e-01,-3.719240054488182068e-02
-4.504461959004402161e-02,-4.091896861791610718e-02,-1.010487005114555359e-01
-1.709974110126495361e-01,-9.429136663675308228e-02,2.249664813280105591e-02
-2.215795218944549561e-02,7.438168674707412720e-02,3.527010232210159302e-02
-6.032211706042289734e-02,-2.991984039545059204e-02,-8.141665905714035034e-02
-9.956947714090347290e-02,5.201214551925659180e-02,-1.670875400304794312e-02
1.175895705819129944e-02,1.730941236019134521e-02,-1.668892055749893188e-02
1.930919289588928223e-02,-9.750135242938995361e-03,-3.272853419184684753e-02
-9.010300785303115845e-02,-6.905206292867660522e-02,7.472075521945953369e-02
3.902943432331085205e-02,1.100303828716278076e-01,-1.848381757736206055e-02
