LF1,LF2,class
0.06076052,-2.2022927,beta_3_ab
-0.63395923,1.460492,beta_5_unbalanced
-2.335116,-0.8128615,beta_2_pda
2.5493467,0.7996932,beta_4_balanced
-0.44759482,1.904441,beta_5_unbalanced
1.6868887,0.31778035,beta_4_balanced
-0.95817924,1.2906913,beta_5_unbalanced
-1.1882614,0.82614315,beta_5_unbalanced
0.60705096,-1.9948967,beta_3_ab
-0.4487309,1.9681879,beta_5_unbalanced
-0.613035,-1.9689454,beta_3_ab
-0.41995984,0.99333173,beta_5_unbalanced
-1.1243006,-1.0001287,beta_2_pda
-0.14903376,-2.2065156,beta_3_ab
-1.8583438,-0.82963043,beta_2_pda
2.9790344,1.0626184,beta_4_balanced
-1.751883,-0.6952265,beta_2_pda
3.0293963,0.7209766,beta_4_balanced
-1.0498848,-1.1543796,beta_2_pda
2.137011,-0.27489468,beta_1_yule
2.4713628,1.1368408,beta_4_balanced
-0.7871606,2.3888004,beta_5_unbalanced
-0.036966268,-1.9911929,beta_3_ab
-0.54802746,-2.1132443,beta_3_ab
0.7819616,-1.6521314,beta_3_ab
-1.622241,-1.1660945,beta_2_pda
2.928333,0.6466936,beta_4_balanced
-0.9040873,-1.7909502,beta_2_pda
0.10725066,-1.944879,beta_3_ab
-1.6659582,0.5379141,beta_5_unbalanced
-0.6221371,-2.4751852,beta_3_ab
3.0917218,1.0774881,beta_4_balanced
-0.6986599,-1.7646827,beta_2_pda
2.2612493,-0.3787693,beta_4_balanced
2.3791401,-1.5300348,beta_4_balanced
3.13554,1.7563534,beta_4_balanced
1.5671598,-0.5621351,beta_1_yule
-1.8142751,-1.1841196,beta_2_pda
1.6591929,-1.1293049,beta_1_yule
-0.30555367,0.93825144,beta_5_unbalanced
2.3622649,-0.85375583,beta_1_yule
1.9577014,-1.1825022,beta_1_yule
-0.4404819,-1.7788025,beta_3_ab
-1.6797155,-0.90758073,beta_2_pda
-1.0157106,-1.3048971,beta_2_pda
-2.4809,-0.61747813,beta_2_pda
-0.35093555,-2.5918694,beta_3_ab
-1.8314142,-0.8641365,beta_2_pda
-1.6326616,-0.9709656,beta_2_pda
-1.9857715,-0.7605146,beta_2_pda
-1.0884658,1.1735104,beta_5_unbalanced
1.5100596,-1.1341581,beta_1_yule
1.1819791,-2.058148,beta_1_yule
-0.93232286,-1.6086218,beta_3_ab
0.033896476,-1.7856475,beta_3_ab
1.5594623,-1.3723373,beta_4_balanced
-1.4073532,-1.7645301,beta_2_pda
0.2733403,-2.0903325,beta_3_ab
-0.91684914,-1.3657385,beta_3_ab
1.1446788,-1.7983501,beta_3_ab
-1.8372489,-0.31053025,beta_2_pda
3.1661963,1.7362351,beta_4_balanced
-0.32646734,-2.082116,beta_3_ab
-0.78747135,0.76033664,beta_5_unbalanced
2.4496975,-0.6167646,beta_1_yule
-0.8256352,-2.0681372,beta_3_ab
-1.8960513,-0.454722,beta_2_pda
2.3704097,-0.48866573,beta_4_balanced
-0.288563,0.96224594,beta_5_unbalanced
-1.1012866,-1.3350691,beta_2_pda
-0.9766238,1.2486739,beta_5_unbalanced
-1.5682418,-0.99129,beta_2_pda
0.67504394,-1.4575325,beta_3_ab
1.38131,-1.2089288,beta_1_yule
-0.7755952,-2.0656984,beta_3_ab
-1.186943,-1.813159,beta_2_pda
1.8457463,-1.2155915,beta_1_yule
1.2410481,-1.9025043,beta_1_yule
-1.0836604,0.6330927,beta_5_unbalanced
-0.99527246,-1.8384004,beta_2_pda
-0.331445,1.8425763,beta_5_unbalanced
0.102951884,1.8749754,beta_5_unbalanced
-2.0803487,-0.4701515,beta_2_pda
2.2733,0.40829456,beta_4_balanced
-1.9401875,-0.4797135,beta_2_pda
-0.15451708,1.8009742,beta_5_unbalanced
1.5817312,-1.5903583,beta_1_yule
-2.2045465,-0.7529149,beta_2_pda
2.636881,0.043504313,beta_1_yule
3.5199034,1.098974,beta_4_balanced
3.2389135,1.4244246,beta_4_balanced
-1.2457116,-1.4272738,beta_2_pda
1.6810342,-0.1040665,beta_1_yule
-1.2641898,-1.1682061,beta_2_pda
1.9783963,1.0235236,beta_4_balanced
-2.5420542,-0.7762743,beta_2_pda
0.35997528,2.316529,beta_5_unbalanced
2.8793936,0.15989369,beta_4_balanced
1.4473431,-1.6960565,beta_1_yule
-1.4220126,-1.2814711,beta_2_pda
2.4505332,-0.6747113,beta_1_yule
2.165514,-0.03632994,beta_1_yule
-0.8420039,1.6779317,beta_5_unbalanced
-0.71925646,-1.8372235,beta_2_pda
1.7092526,-0.85849994,beta_1_yule
2.9704633,0.04998277,beta_4_balanced
1.5794388,-0.92723894,beta_1_yule
0.90544343,-1.0907865,beta_1_yule
-1.2026172,-1.0284925,beta_2_pda
2.8039045,1.3560865,beta_4_balanced
2.5909338,-0.21596703,beta_1_yule
2.5170016,0.13654663,beta_4_balanced
-0.84323716,1.1166396,beta_5_unbalanced
0.17018372,-2.403044,beta_3_ab
-1.7923068,-0.7368091,beta_2_pda
2.293328,-1.1885298,beta_1_yule
-0.7332453,1.5153211,beta_5_unbalanced
0.64329726,-2.0607042,beta_3_ab
2.57693,0.2401559,beta_4_balanced
3.3321283,1.8044591,beta_4_balanced
0.6943344,-1.4168614,beta_3_ab
2.133501,-1.1210096,beta_4_balanced
2.6883948,1.1436186,beta_4_balanced
-1.8287519,-0.7646259,beta_2_pda
-0.6265541,-1.6611646,beta_2_pda
0.6496389,-1.6432426,beta_1_yule
-1.509357,-1.2479577,beta_2_pda
-1.2683285,-1.7581527,beta_3_ab
-1.6343017,1.0415313,beta_5_unbalanced
2.904446,0.2302365,beta_4_balanced
2.3756328,0.8800501,beta_4_balanced
2.4734848,1.0362337,beta_4_balanced
-0.8863865,1.3489144,beta_5_unbalanced
-0.28962705,1.4087851,beta_5_unbalanced
-0.14438078,1.5855397,beta_5_unbalanced
1.8981951,-0.89502925,beta_3_ab
-0.50053144,1.2661712,beta_5_unbalanced
0.6384611,-2.0713966,beta_3_ab
-0.30450574,1.0516908,beta_5_unbalanced
-2.0913403,-0.3431379,beta_2_pda
1.7140108,-1.287089,beta_1_yule
2.392018,-0.16997434,beta_4_balanced
2.5853534,0.13503966,beta_4_balanced
-0.538877,-1.1196167,beta_3_ab
-2.087884,-0.51305664,beta_2_pda
1.1693057,-1.7989253,beta_3_ab
-0.9025733,-2.2290556,beta_3_ab
-2.1310833,-0.65182066,beta_2_pda
-1.9686307,-0.36077112,beta_2_pda
0.090284586,1.3616188,beta_5_unbalanced
-0.39347857,-2.1818604,beta_3_ab
2.6952298,0.8979382,beta_4_balanced
-2.0937238,-0.60844463,beta_2_pda
2.3320868,-0.07762218,beta_4_balanced
2.2553217,-0.4191528,beta_1_yule
2.693205,0.2929843,beta_4_balanced
1.5756,-0.7981326,beta_1_yule
1.8657708,-0.7060382,beta_1_yule
-0.1290423,-2.7472196,beta_3_ab
2.8425112,-0.25097013,beta_4_balanced
2.5145051,0.13867612,beta_4_balanced
-0.55171144,-1.220591,beta_2_pda
-0.5728762,-1.7676115,beta_3_ab
2.1921604,-0.55842626,beta_1_yule
-1.1270978,-1.3643221,beta_2_pda
0.5228354,-1.9642746,beta_3_ab
1.2445178,-1.5611558,beta_3_ab
1.4326897,-0.85938257,beta_1_yule
-0.3982509,-1.8280163,beta_3_ab
-0.7728031,1.4348841,beta_5_unbalanced
2.7064784,0.17724323,beta_4_balanced
-1.0309671,1.372579,beta_5_unbalanced
1.2736917,-1.7000936,beta_3_ab
1.1223047,-1.237323,beta_1_yule
1.2521057,-1.3552392,beta_1_yule
-1.2124037,1.8060925,beta_5_unbalanced
-0.86987156,0.98421586,beta_5_unbalanced
0.22149104,-1.875963,beta_3_ab
0.7000555,-1.8151855,beta_3_ab
-1.0431253,-1.5276843,beta_2_pda
-0.7428684,1.2660766,beta_5_unbalanced
2.1090252,-0.30177215,beta_1_yule
-0.84259593,-2.3471732,beta_3_ab
1.5484879,-0.89803547,beta_1_yule
-2.0425117,-0.52648455,beta_2_pda
0.18422394,-1.5474994,beta_3_ab
2.715337,0.8068938,beta_4_balanced
-1.2481769,-1.5564096,beta_2_pda
-1.2022974,-2.1029105,beta_2_pda
1.2709132,-2.0047517,beta_1_yule
1.6305306,-0.8497885,beta_1_yule
0.31697586,-2.175587,beta_3_ab
-0.95476663,0.9597168,beta_5_unbalanced
0.7131565,-1.8678774,beta_3_ab
1.2476102,-1.747308,beta_3_ab
2.1677916,-1.3653961,beta_1_yule
-0.05194856,-2.1793523,beta_3_ab
2.4579978,-0.65260094,beta_1_yule
1.4712892,-1.5732174,beta_1_yule
2.30766,-0.87232715,beta_1_yule
1.1302912,-1.0471697,beta_1_yule
2.5402362,-0.25849414,beta_1_yule
-1.6885598,-1.0390694,beta_2_pda
-2.0829391,-0.35285568,beta_2_pda
0.2374531,-2.6383965,beta_3_ab
1.2933228,-1.8319666,beta_1_yule
-1.296653,-1.3643045,beta_2_pda
1.7449981,-1.3850142,beta_1_yule
0.7769104,-1.9227977,beta_1_yule
-1.6191697,-1.0796412,beta_2_pda
2.39177,-0.55208504,beta_1_yule
-1.7277973,-0.6740857,beta_2_pda
2.0738466,0.3729017,beta_4_balanced
0.9388689,-1.661226,beta_3_ab
3.0194223,0.8446183,beta_4_balanced
2.1957133,0.5370799,beta_4_balanced
2.152383,-0.68104434,beta_4_balanced
-1.066231,1.5198008,beta_5_unbalanced
-2.1348922,-0.73535764,beta_2_pda
-0.09338921,1.588551,beta_5_unbalanced
1.869724,0.71021557,beta_4_balanced
-0.65819496,1.0806637,beta_5_unbalanced
1.5311354,-1.2061241,beta_1_yule
-1.7309368,-0.42678076,beta_2_pda
-2.0232754,-0.56951857,beta_2_pda
2.5459216,-0.091346234,beta_1_yule
-0.34288454,1.1599479,beta_5_unbalanced
-2.2615178,-0.8436678,beta_2_pda
-0.96275616,1.7071139,beta_5_unbalanced
2.1677818,-0.4151986,beta_4_balanced
2.479994,-0.5674536,beta_4_balanced
-1.5286288,-1.4426364,beta_2_pda
3.3093314,1.1141055,beta_4_balanced
-0.22740671,2.1114445,beta_5_unbalanced
1.2553685,-0.31041697,beta_1_yule
-2.2414107,-0.5465088,beta_2_pda
2.7245264,0.35025555,beta_4_balanced
-0.621545,-2.1248724,beta_3_ab
-1.919936,-0.41491905,beta_2_pda
0.8919936,-1.5489414,beta_3_ab
1.5441684,-1.3753121,beta_1_yule
1.4602387,-1.5345614,beta_1_yule
2.0881093,-1.2797867,beta_1_yule
-1.3910903,-0.8187244,beta_2_pda
-0.8575344,0.9854901,beta_5_unbalanced
-0.4445538,-1.4521841,beta_3_ab
2.8784351,1.3086815,beta_4_balanced
2.5172017,0.68479425,beta_4_balanced
-0.5828321,1.5120468,beta_5_unbalanced
2.9679747,0.42673504,beta_4_balanced
2.4568434,0.1674096,beta_4_balanced
1.8051732,-0.5217643,beta_1_yule
2.2036102,0.5301974,beta_4_balanced
2.9733658,0.9637276,beta_4_balanced
1.8436126,-1.0987356,beta_1_yule
0.5975836,-1.9061351,beta_3_ab
-0.38303185,-2.0730464,beta_3_ab
1.8109149,-1.4771612,beta_1_yule
1.517771,-1.2630832,beta_1_yule
-1.7302502,-1.2093402,beta_2_pda
-0.8874897,1.2431018,beta_5_unbalanced
2.9987354,1.1616557,beta_4_balanced
-0.79717183,1.3189702,beta_5_unbalanced
-0.36851054,-1.9397538,beta_3_ab
-0.32493415,2.0670488,beta_5_unbalanced
-0.40323848,-1.5271013,beta_2_pda
-1.4604888,-0.93513393,beta_2_pda
1.5946329,-1.8073921,beta_1_yule
-0.1740245,-2.2825093,beta_3_ab
1.126568,-1.4082506,beta_3_ab
-1.2259272,-1.3491888,beta_2_pda
3.232101,1.0980523,beta_4_balanced
2.438615,0.1076525,beta_1_yule
-0.70390975,-2.1204648,beta_2_pda
-0.45431143,-1.6576673,beta_2_pda
1.6478877,-0.41588014,beta_1_yule
-0.33895135,1.2176175,beta_5_unbalanced
-0.41117495,1.3744705,beta_5_unbalanced
-0.3418741,-1.9398426,beta_3_ab
-2.1039705,-0.48777264,beta_2_pda
3.1256473,0.36848313,beta_4_balanced
1.9665375,-1.1805578,beta_4_balanced
-1.0534015,-1.4855766,beta_3_ab
3.0455391,0.8595114,beta_4_balanced
2.9339235,1.391509,beta_4_balanced
2.0362558,-0.44033659,beta_1_yule
-1.8175074,-0.6382906,beta_2_pda
3.0507598,0.9401793,beta_4_balanced
1.8153908,-1.109165,beta_1_yule
-0.9884361,1.2381518,beta_5_unbalanced
1.4285167,-0.46527994,beta_1_yule
1.4366636,-1.7350986,beta_1_yule
3.6195307,0.83071667,beta_4_balanced
-0.74788475,1.5891783,beta_5_unbalanced
-1.88638,-0.48166257,beta_2_pda
-0.9308596,1.2403909,beta_5_unbalanced
2.3721042,-0.7320171,beta_1_yule
-0.401792,-2.5818093,beta_3_ab
-0.20920327,1.6192956,beta_5_unbalanced
2.0808592,0.4135542,beta_4_balanced
2.5732555,0.23967195,beta_4_balanced
1.370547,-1.1108499,beta_1_yule
-0.7176723,2.0156186,beta_5_unbalanced
-0.82912666,-1.7340742,beta_2_pda
-1.8493901,-0.8128935,beta_2_pda
0.32140934,-1.7687664,beta_3_ab
-0.31428856,-2.2202027,beta_3_ab
-0.18870091,1.4799739,beta_5_unbalanced
-0.1516465,1.284184,beta_5_unbalanced
-1.0367208,-1.0334634,beta_2_pda
-0.55583495,1.1529582,beta_5_unbalanced
2.393893,0.9593727,beta_4_balanced
1.0857508,-0.7089128,beta_1_yule
2.4060588,0.3953182,beta_4_balanced
0.1111253,-1.8833301,beta_3_ab
-0.08478838,1.8421073,beta_5_unbalanced
0.01300448,-2.311021,beta_2_pda
0.19888055,1.6548674,beta_5_unbalanced
-1.4710367,-1.4720368,beta_2_pda
2.3582764,-0.8938744,beta_4_balanced
2.9549994,1.0143521,beta_4_balanced
3.1679463,0.37285095,beta_4_balanced
-0.18737277,-1.9393345,beta_3_ab
-0.17279607,1.7820632,beta_5_unbalanced
3.0020127,0.4745366,beta_4_balanced
-0.036933728,-1.5535843,beta_3_ab
2.246484,-0.39138135,beta_1_yule
1.7646395,-0.9673248,beta_1_yule
-1.7683256,-0.9793532,beta_2_pda
2.1635005,-0.17587444,beta_4_balanced
-1.8584679,-0.99032354,beta_2_pda
2.5937915,1.2611687,beta_4_balanced
0.24162558,-2.0291817,beta_3_ab
0.82214534,-1.7384943,beta_3_ab
-1.8021731,-0.96944505,beta_2_pda
-1.6470188,-0.54646856,beta_2_pda
1.6895812,-1.2493799,beta_1_yule
-0.14628151,-2.145614,beta_3_ab
0.95703965,-1.4976815,beta_1_yule
2.470543,-0.90087664,beta_1_yule
-1.8914955,-0.9949329,beta_2_pda
2.8169498,0.1378538,beta_4_balanced
-1.703515,-1.2729943,beta_2_pda
0.6755194,-2.3082302,beta_3_ab
-0.07304883,2.093802,beta_5_unbalanced
-0.61414206,1.1583046,beta_5_unbalanced
-1.9091457,-0.38671958,beta_2_pda
0.714436,-1.8629758,beta_1_yule
1.9864316,-1.2747426,beta_1_yule
-1.6519642,-1.0824006,beta_2_pda
0.605407,-2.0115247,beta_3_ab
2.7085729,0.47275138,beta_4_balanced
0.08246453,-2.6343796,beta_1_yule
-1.3088073,-1.0553896,beta_2_pda
-1.3763913,-1.6636755,beta_2_pda
-0.48915356,2.0665655,beta_5_unbalanced
-1.1258849,0.9340069,beta_5_unbalanced
2.0975258,-0.82320726,beta_1_yule
-1.760762,-1.428233,beta_2_pda
0.15530637,-2.0646813,beta_3_ab
2.3696823,0.88336253,beta_4_balanced
-1.223156,-1.2123895,beta_2_pda
2.6105266,0.9251928,beta_4_balanced
3.0889869,1.2298033,beta_4_balanced
-1.7222764,-0.4127593,beta_2_pda
-1.9363626,-0.38930333,beta_2_pda
0.90864235,-1.9749314,beta_1_yule
-0.23039898,0.9554479,beta_5_unbalanced
-0.4128964,1.2758573,beta_5_unbalanced
-1.1717257,0.8593615,beta_5_unbalanced
2.579152,0.78041965,beta_4_balanced
-0.6079686,0.80736864,beta_5_unbalanced
1.4476534,-1.2311333,beta_1_yule
-0.20201513,-2.0126064,beta_3_ab
-0.52448153,1.3291423,beta_5_unbalanced
3.2087085,0.42643276,beta_4_balanced
1.4531502,-1.4614244,beta_1_yule
2.2520888,-0.6793075,beta_1_yule
-1.2575855,-1.7746657,beta_2_pda
-0.19232464,-1.6314709,beta_3_ab
2.3800647,-0.08473013,beta_4_balanced
2.1450777,-0.6833965,beta_1_yule
-1.9589639,-0.44900864,beta_2_pda
2.7439814,1.0943823,beta_4_balanced
0.58679795,-2.0414915,beta_1_yule
2.4733562,0.022397965,beta_4_balanced
3.0084598,-0.18547311,beta_1_yule
1.2315372,-1.1624746,beta_1_yule
-1.8337183,-0.59341526,beta_2_pda
-0.5077663,2.1526926,beta_5_unbalanced
-1.2869722,-1.2854958,beta_2_pda
2.3609123,-0.5321909,beta_1_yule
0.15343374,1.3409419,beta_5_unbalanced
-1.5108242,-1.7186308,beta_2_pda
-0.6138476,1.8841835,beta_5_unbalanced
-2.425856,-0.6706501,beta_2_pda
2.4695716,-0.120362505,beta_1_yule
1.048903,-2.2452264,beta_1_yule
-0.57637244,1.2603302,beta_5_unbalanced
2.1761847,-0.36497235,beta_4_balanced
2.7328196,1.3967974,beta_4_balanced
0.4345698,-1.6176387,beta_3_ab
0.38549596,-1.8667461,beta_3_ab
0.6892331,-2.1503494,beta_1_yule
-1.30505,-1.4662641,beta_2_pda
0.86946255,-1.8474292,beta_1_yule
-0.7415888,1.1381929,beta_5_unbalanced
-0.1982036,1.6049966,beta_5_unbalanced
-1.4810992,-1.1639186,beta_2_pda
-0.41116065,1.8636439,beta_5_unbalanced
-1.323993,1.030539,beta_5_unbalanced
3.294627,0.9459946,beta_4_balanced
-2.3176844,-0.4719544,beta_2_pda
1.4391875,-1.6760973,beta_3_ab
0.23687598,1.731016,beta_5_unbalanced
0.8227958,-1.579471,beta_1_yule
-0.2060344,-2.2914207,beta_3_ab
-0.3289098,1.8166945,beta_5_unbalanced
0.23518449,1.2276009,beta_5_unbalanced
2.6627665,0.519536,beta_4_balanced
1.6283334,-1.2246264,beta_1_yule
-0.8405679,1.534995,beta_5_unbalanced
3.3371196,0.4420849,beta_4_balanced
-1.9576583,-0.613838,beta_2_pda
1.2742347,-0.83901393,beta_1_yule
-0.52310133,-1.552651,beta_3_ab
2.170375,0.27295908,beta_4_balanced
1.7545755,-1.4145582,beta_1_yule
-1.9629321,-0.6201095,beta_2_pda
-0.03274247,2.3379292,beta_5_unbalanced
-1.234133,-1.4092734,beta_2_pda
-1.1446358,1.0439276,beta_5_unbalanced
-0.38785326,-2.0833216,beta_2_pda
1.8801651,-1.0328475,beta_1_yule
-0.8314883,1.3170213,beta_5_unbalanced
-0.3867609,-2.0854545,beta_3_ab
-1.0241739,-1.1971306,beta_2_pda
-0.2604538,1.69677,beta_5_unbalanced
-2.3364358,-0.5217772,beta_2_pda
-1.308131,-1.255459,beta_2_pda
0.5235177,-1.8296902,beta_3_ab
1.546837,-1.4049956,beta_1_yule
1.2336673,-1.6191272,beta_1_yule
-0.09060359,1.2321839,beta_5_unbalanced
2.8673575,0.15973228,beta_4_balanced
-0.6573575,-1.7221056,beta_3_ab
-1.2680076,-1.3726275,beta_2_pda
-1.3569082,1.9313912,beta_5_unbalanced
1.4906172,-1.3649248,beta_1_yule
2.3785217,-0.093666926,beta_4_balanced
-1.8697064,-0.5612793,beta_2_pda
-1.0349876,-1.4426761,beta_2_pda
2.900092,0.67779344,beta_4_balanced
-1.0362818,-0.7130937,beta_2_pda
0.55216646,-1.8356036,beta_3_ab
-1.1257114,0.628548,beta_5_unbalanced
2.434477,0.7848661,beta_4_balanced
-1.0136106,2.0046234,beta_5_unbalanced
-0.7454452,-1.7780994,beta_3_ab
-0.90677226,-1.533563,beta_3_ab
0.21649387,-2.027567,beta_3_ab
3.1044967,0.07270387,beta_4_balanced
-2.274409,-0.92697453,beta_2_pda
-0.027677298,1.8711095,beta_5_unbalanced
1.4733918,-1.0330466,beta_1_yule
1.7031729,-1.2939469,beta_1_yule
-1.9757289,-0.40792674,beta_2_pda
-1.2353053,1.9634562,beta_5_unbalanced
0.21798867,0.8675056,beta_5_unbalanced
-1.9019579,-0.58780617,beta_2_pda
-0.6748064,1.0384682,beta_5_unbalanced
1.5740417,-1.5958406,beta_1_yule
0.094396025,-1.9142679,beta_3_ab
2.6369808,0.04881212,beta_4_balanced
-0.178966,-2.0521479,beta_3_ab
-1.1051782,-1.5176477,beta_2_pda
-0.546013,1.208906,beta_5_unbalanced
-0.2735456,-2.085069,beta_3_ab
-0.20876844,-1.9050274,beta_3_ab
0.0740412,-2.1823332,beta_3_ab
-0.5063967,1.9660375,beta_5_unbalanced
2.86797,1.4714245,beta_4_balanced
-0.24226618,-2.0129197,beta_3_ab
1.6839201,-0.43542734,beta_1_yule
2.5321813,-0.3618383,beta_1_yule
3.462455,1.3130174,beta_4_balanced
3.4996407,1.5051773,beta_4_balanced
1.8741153,0.36523587,beta_1_yule
0.1677781,-1.9034753,beta_3_ab
2.1495297,-0.27201775,beta_4_balanced
-1.0885001,-1.6984304,beta_2_pda
2.8838236,1.5050832,beta_4_balanced
0.39828753,-2.0975537,beta_3_ab
1.268508,-2.1900501,beta_1_yule
3.2152638,0.9185236,beta_4_balanced
-0.7389654,-1.8230314,beta_3_ab
1.0223147,-1.6432382,beta_1_yule
2.4199495,-0.25414205,beta_4_balanced
1.4565715,-0.9753088,beta_1_yule
-1.1940566,-1.1257763,beta_2_pda
0.5251043,-2.3634179,beta_1_yule
-2.0045617,-1.1464437,beta_2_pda
2.0485737,-0.67559826,beta_1_yule
1.9088764,-0.81473756,beta_1_yule
-0.72776365,1.9923301,beta_5_unbalanced
-0.5402606,-1.5839205,beta_3_ab
-0.5221659,1.3716072,beta_5_unbalanced
1.8571666,-0.6485245,beta_1_yule
1.9615157,-0.8537774,beta_1_yule
1.5615801,-0.9651764,beta_1_yule
-2.2673903,-0.71725315,beta_2_pda
3.6372206,1.1559381,beta_4_balanced
0.4557505,-1.6126591,beta_3_ab
-0.3223463,1.685718,beta_5_unbalanced
-0.3349736,-2.5031943,beta_3_ab
0.0904996,-2.369507,beta_3_ab
0.49949872,-1.7875421,beta_3_ab
-2.1276462,-1.0296454,beta_2_pda
-1.8380076,-0.8082291,beta_2_pda
0.56765586,-1.8939643,beta_3_ab
2.193008,-0.6718378,beta_4_balanced
-1.2373481,0.5616683,beta_5_unbalanced
-0.22726905,1.1032107,beta_5_unbalanced
2.7910218,0.12120081,beta_4_balanced
0.3408841,-2.2535849,beta_3_ab
-1.4231745,-0.79285824,beta_2_pda
2.3755758,-0.37007642,beta_4_balanced
2.412324,-0.52838045,beta_4_balanced
-0.82256126,-1.780406,beta_2_pda
-0.34073672,1.4387223,beta_5_unbalanced
-0.71359,-1.4126586,beta_2_pda
2.2814305,-1.0657836,beta_1_yule
1.7886795,0.7856129,beta_4_balanced
-0.50426257,1.6657826,beta_5_unbalanced
2.9964695,0.99431014,beta_4_balanced
2.04352,-0.8353771,beta_1_yule
2.5743616,0.279251,beta_4_balanced
-0.28561246,1.2461449,beta_5_unbalanced
0.33153087,-1.8903633,beta_3_ab
2.7972012,1.3069992,beta_4_balanced
1.649886,-0.12667076,beta_4_balanced
0.121411495,-2.1201663,beta_3_ab
2.2129238,-0.4552589,beta_4_balanced
-1.0970545,-1.2123884,beta_2_pda
-1.6232542,-1.3824862,beta_2_pda
2.1621876,-1.0470586,beta_1_yule
-1.8461726,-0.23731184,beta_2_pda
0.6505796,-1.7075996,beta_3_ab
2.4267225,-0.42832828,beta_4_balanced
-0.72781587,-1.5371091,beta_3_ab
2.0278537,-0.8897093,beta_1_yule
2.3452468,-0.42554593,beta_1_yule
-1.7777941,-0.36666954,beta_2_pda
-1.2335964,0.768727,beta_5_unbalanced
0.33147326,-1.9551336,beta_3_ab
-0.69758415,1.8379947,beta_5_unbalanced
-0.7185066,1.6376565,beta_5_unbalanced
-0.17264491,1.0284824,beta_5_unbalanced
3.1770248,1.262927,beta_4_balanced
-0.86538,1.7448629,beta_5_unbalanced
0.9273087,-2.1771233,beta_1_yule
-0.54655564,1.9771206,beta_5_unbalanced
2.9011652,0.47299004,beta_4_balanced
-2.2547615,-0.7409678,beta_2_pda
0.35428336,-1.927886,beta_3_ab
2.6243944,-0.002617985,beta_4_balanced
-1.0599548,-1.5027969,beta_2_pda
-2.2348723,-0.6391173,beta_2_pda
3.3268962,1.7647207,beta_4_balanced
-1.2624427,1.0786399,beta_5_unbalanced
-2.4528654,-0.7411427,beta_2_pda
1.431842,-1.4149784,beta_1_yule
0.6858137,-2.5886347,beta_3_ab
1.8247546,-1.0052308,beta_1_yule
3.140478,0.31470236,beta_4_balanced
1.1838862,-0.59687763,beta_1_yule
2.1053276,-0.77531564,beta_1_yule
-0.92391455,1.1238779,beta_5_unbalanced
-0.14790481,1.5634464,beta_5_unbalanced
0.6843958,-2.3007536,beta_3_ab
2.1700292,-0.24808696,beta_1_yule
0.92380303,-1.5389253,beta_3_ab
2.4463782,-0.48539853,beta_4_balanced
-1.0857083,0.91688174,beta_5_unbalanced
1.747674,-1.3284314,beta_1_yule
-1.6936499,-1.6676662,beta_2_pda
-2.3217852,-0.39116788,beta_2_pda
-2.1399653,-0.51561666,beta_2_pda
-0.6250657,-1.7210956,beta_3_ab
-1.3353449,-1.3404441,beta_2_pda
-0.56164193,1.8921822,beta_5_unbalanced
1.8328385,-1.0567267,beta_1_yule
0.70711803,-2.0838726,beta_1_yule
0.77651703,-1.562725,beta_3_ab
2.9146893,-0.059088126,beta_4_balanced
3.1655169,0.1882075,beta_4_balanced
-0.93917716,-1.0194184,beta_2_pda
2.490896,-0.30278644,beta_1_yule
-1.3630847,1.0569146,beta_5_unbalanced
-1.4577577,-0.13495377,beta_2_pda
1.9893283,-1.2136861,beta_1_yule
-0.6215364,1.5411539,beta_5_unbalanced
2.9546905,0.93137455,beta_4_balanced
-1.5881542,-1.1185647,beta_2_pda
1.262965,-1.2414228,beta_1_yule
0.45357686,1.2146126,beta_5_unbalanced
1.2490152,-1.5159702,beta_3_ab
3.4263663,1.2634444,beta_4_balanced
0.51379395,-2.1799524,beta_3_ab
-1.508818,-1.0657952,beta_3_ab
1.5798649,-1.5990419,beta_1_yule
1.7643186,-1.2021949,beta_1_yule
-0.9847909,-1.7678788,beta_2_pda
0.50134593,-1.6845511,beta_1_yule
0.6648464,-1.9005461,beta_3_ab
2.6849394,0.9713704,beta_4_balanced
1.5408732,-1.2867099,beta_1_yule
2.6410174,0.95451117,beta_4_balanced
-1.9234205,-0.53049666,beta_2_pda
-0.4265766,-2.4222145,beta_3_ab
-0.05621608,-2.1686454,beta_3_ab
-0.9489025,1.4354367,beta_5_unbalanced
1.3465403,-0.9787057,beta_1_yule
-1.4922235,-0.7160517,beta_2_pda
1.8200655,-0.85672677,beta_1_yule
-1.7999697,-0.39508042,beta_2_pda
2.148178,-0.92849076,beta_4_balanced
2.9044032,0.7131838,beta_4_balanced
2.1213744,0.8134149,beta_4_balanced
1.1840585,-1.5610428,beta_1_yule
2.515451,-0.659457,beta_4_balanced
-0.81114733,1.8081468,beta_5_unbalanced
2.175178,-0.0482478,beta_1_yule
2.9054341,0.7986287,beta_4_balanced
2.3849032,0.13884878,beta_1_yule
-0.615583,1.1855835,beta_5_unbalanced
2.6425261,-0.03984948,beta_1_yule
2.3233516,-0.7957423,beta_1_yule
-2.2753472,-0.4548215,beta_2_pda
0.9598277,-1.5476884,beta_3_ab
1.9092091,-0.6161276,beta_1_yule
1.2252221,-1.5670451,beta_3_ab
-0.31905222,1.2230992,beta_5_unbalanced
3.0668747,1.1702338,beta_4_balanced
2.5442896,-0.27359366,beta_4_balanced
