LF1,LF2,class
2.2748644,-0.67267305,beta_1_yule
0.12086398,-2.351395,beta_3_ab
2.458595,0.07270116,beta_1_yule
1.0116519,-1.5276788,beta_3_ab
0.33505082,-2.4326618,beta_3_ab
-0.824222,-2.0471141,beta_3_ab
2.9993572,0.84523463,beta_4_balanced
1.0508361,-1.8418341,beta_1_yule
1.8830161,-1.5147083,beta_1_yule
0.10874003,-1.6447835,beta_3_ab
1.7605263,-1.2085118,beta_1_yule
2.2466102,-0.3986293,beta_1_yule
1.7430664,-1.2554874,beta_1_yule
2.0398943,-0.9763647,beta_1_yule
-2.0744035,-1.0729539,beta_2_pda
-0.8975977,-1.611609,beta_2_pda
2.3007908,0.46486175,beta_4_balanced
0.55195874,-1.9492933,beta_1_yule
-0.3530322,-2.0844395,beta_3_ab
-0.8066454,1.2631348,beta_5_unbalanced
2.2986472,-0.49779528,beta_1_yule
-0.5385933,1.5341693,beta_5_unbalanced
-1.5571374,-1.2374971,beta_2_pda
-0.6095413,1.0215249,beta_5_unbalanced
-0.21427575,1.8219074,beta_5_unbalanced
-0.7433364,1.4852597,beta_5_unbalanced
2.4573007,0.78159237,beta_4_balanced
-0.8755963,1.1095254,beta_5_unbalanced
1.4169748,-1.7306786,beta_1_yule
-1.1791766,0.9838118,beta_5_unbalanced
-1.8392967,-0.5818875,beta_2_pda
2.5987456,0.38451025,beta_4_balanced
-0.7712575,1.8367735,beta_5_unbalanced
-0.9515766,-1.499472,beta_2_pda
1.5193131,-1.3237349,beta_1_yule
-1.3220211,0.56376934,beta_5_unbalanced
-1.1898121,1.6582459,beta_5_unbalanced
-0.4343469,-1.4487202,beta_3_ab
-0.89427817,1.6063217,beta_5_unbalanced
-1.4675877,0.5097631,beta_5_unbalanced
1.7151918,-1.0059382,beta_1_yule
-1.0159233,-1.3316462,beta_2_pda
1.9683832,-0.22073606,beta_1_yule
2.194569,0.49151924,beta_1_yule
1.8969717,0.017960325,beta_1_yule
-1.6929791,-1.1706815,beta_2_pda
0.99470174,-1.6780831,beta_1_yule
-0.57006574,-1.4598325,beta_3_ab
2.3837352,0.17784697,beta_4_balanced
0.30866346,2.077772,beta_5_unbalanced
-0.24734844,1.6977967,beta_5_unbalanced
1.2957741,-1.3157659,beta_1_yule
-0.78076607,-1.4655194,beta_3_ab
0.34076786,-2.1947548,beta_3_ab
0.43404874,-2.4588516,beta_3_ab
-0.95104915,1.042979,beta_5_unbalanced
-0.7934506,1.7321604,beta_5_unbalanced
-1.9306812,-0.67743766,beta_2_pda
-1.969697,-0.37145764,beta_2_pda
1.3677386,-0.9178539,beta_1_yule
-0.14866117,1.520494,beta_5_unbalanced
-0.41712403,1.5971766,beta_5_unbalanced
1.9819573,0.2837463,beta_4_balanced
-1.2576172,0.6249038,beta_5_unbalanced
2.4444022,1.3311557,beta_4_balanced
2.892926,1.2458525,beta_4_balanced
0.2144922,-2.0986872,beta_3_ab
-2.245944,-0.5825056,beta_2_pda
-1.014708,-1.7267694,beta_2_pda
-1.6435717,-0.87150234,beta_2_pda
1.4582613,-1.7704699,beta_1_yule
-2.111334,-0.59149,beta_2_pda
-1.6860313,-1.5337701,beta_2_pda
-1.6811079,-0.25999552,beta_2_pda
2.4327269,1.0223126,beta_4_balanced
0.8345084,-2.3867831,beta_3_ab
3.0493553,0.44528753,beta_4_balanced
0.38723063,-2.0811608,beta_3_ab
-0.9239189,-1.8724713,beta_3_ab
2.7552738,0.668828,beta_4_balanced
-0.98803866,1.3833439,beta_5_unbalanced
-1.2503546,0.6227188,beta_5_unbalanced
-0.19131938,2.1305828,beta_5_unbalanced
0.62619215,-1.8804483,beta_3_ab
-1.7035173,-0.34624082,beta_2_pda
1.7327638,-1.559063,beta_1_yule
-0.32843313,1.4029307,beta_5_unbalanced
-1.078036,1.304044,beta_5_unbalanced
2.963346,0.6481645,beta_4_balanced
2.5935662,0.11912369,beta_4_balanced
-0.84152853,2.071052,beta_5_unbalanced
-0.9152435,-1.6139419,beta_3_ab
-0.95300275,1.21855,beta_5_unbalanced
0.21131864,-1.8395739,beta_3_ab
-0.29568067,1.7286549,beta_5_unbalanced
-0.38376093,1.400823,beta_5_unbalanced
1.3472277,-0.85334826,beta_1_yule
-0.80929416,-1.4713719,beta_2_pda
0.31799668,-2.0460727,beta_3_ab
0.7063732,-2.0262356,beta_3_ab
-2.1431088,-0.29783624,beta_2_pda
0.9916637,-1.9518971,beta_1_yule
0.4068592,-1.7875539,beta_3_ab
-0.98156977,-1.7149132,beta_3_ab
-1.8093628,-1.4879687,beta_2_pda
2.0586512,-0.40834332,beta_1_yule
0.15599391,-2.2542918,beta_3_ab
1.7137812,-1.6777854,beta_1_yule
-1.3004657,1.5352311,beta_5_unbalanced
2.5908594,1.4366772,beta_4_balanced
2.9310699,1.3313977,beta_4_balanced
-0.7430411,1.8314242,beta_5_unbalanced
1.1942672,-1.5090536,beta_1_yule
2.4756489,1.3479289,beta_4_balanced
-0.038412485,-1.800264,beta_3_ab
0.013518338,-2.0529025,beta_3_ab
2.0772984,-1.2178003,beta_1_yule
1.1985632,-1.3963954,beta_1_yule
2.6592004,0.5097948,beta_4_balanced
-0.551955,1.8722903,beta_5_unbalanced
-0.7306399,-1.4196833,beta_3_ab
-0.70454353,-2.237104,beta_2_pda
-0.2446077,-2.0886593,beta_3_ab
-0.8558615,2.091592,beta_5_unbalanced
1.3285136,-1.3381069,beta_1_yule
0.095622405,-1.943594,beta_3_ab
-1.4500793,-0.97082436,beta_2_pda
2.7592707,0.8998301,beta_4_balanced
-0.58351845,1.3994118,beta_5_unbalanced
2.7773964,0.766509,beta_4_balanced
-1.5105268,-1.3190105,beta_2_pda
1.410099,-1.4371443,beta_1_yule
0.8938784,-1.9981601,beta_3_ab
1.4906452,-1.5011185,beta_1_yule
0.1872443,-2.351913,beta_3_ab
0.083704315,-1.9034722,beta_3_ab
-0.014412403,-2.2612913,beta_3_ab
2.943787,0.876645,beta_4_balanced
-0.14088264,-2.4357433,beta_3_ab
1.1698681,-1.1745017,beta_1_yule
-1.6907046,-0.5232823,beta_2_pda
1.3330973,-1.8772249,beta_1_yule
0.45506346,-2.0888205,beta_3_ab
0.9696472,-1.9100345,beta_1_yule
-2.1072164,-0.66745347,beta_2_pda
0.60048324,-1.8204281,beta_3_ab
-2.1136498,-0.5714055,beta_2_pda
1.2245384,-1.205105,beta_1_yule
3.249661,0.8483389,beta_4_balanced
3.5581048,1.1021545,beta_4_balanced
-0.093677826,-1.6742935,beta_3_ab
0.34594703,-2.1897857,beta_3_ab
0.05534546,-1.9243635,beta_3_ab
2.6749249,-0.105402336,beta_4_balanced
0.06074691,-2.2356298,beta_3_ab
0.7434795,-1.8932855,beta_1_yule
2.3978055,-0.025526434,beta_4_balanced
2.796909,1.1271113,beta_4_balanced
2.1163282,-0.4544701,beta_1_yule
-0.25834042,1.6515553,beta_5_unbalanced
2.1775632,-0.60151494,beta_1_yule
2.796383,0.37074932,beta_4_balanced
2.6076808,1.4346639,beta_4_balanced
-1.6796348,-0.555093,beta_2_pda
1.9387264,-0.7098278,beta_4_balanced
-2.119637,-0.36632976,beta_2_pda
2.2076716,-0.70988125,beta_1_yule
0.0094515085,1.6156977,beta_5_unbalanced
-1.0457301,-1.7106869,beta_2_pda
1.6826204,-1.1007881,beta_1_yule
2.7949967,1.1077344,beta_4_balanced
-1.905605,-0.70148337,beta_2_pda
2.7963572,0.62196785,beta_4_balanced
0.68848026,-1.7417878,beta_3_ab
1.9498273,-1.0966154,beta_1_yule
0.42477143,-2.33244,beta_3_ab
-1.9264066,-1.0965757,beta_2_pda
-0.99106,1.5663143,beta_5_unbalanced
2.0374122,-1.1881765,beta_1_yule
-1.8871012,-0.21769693,beta_2_pda
-0.8682533,1.2242091,beta_5_unbalanced
-2.0048718,-0.41943628,beta_2_pda
-0.15421057,-1.8628271,beta_3_ab
0.29386556,-2.439379,beta_3_ab
2.620822,-0.10515125,beta_4_balanced
2.8636966,-0.27316025,beta_4_balanced
-0.09586124,-2.3337429,beta_3_ab
2.4264846,-0.407246,beta_4_balanced
-1.2238506,0.7491312,beta_5_unbalanced
-1.9265686,-0.7505361,beta_2_pda
0.51438296,-2.0281763,beta_1_yule
-0.59910727,1.7740043,beta_5_unbalanced
0.57505095,-2.12274,beta_1_yule
2.7650886,0.66554,beta_4_balanced
-0.86809605,-2.1802573,beta_3_ab
2.9187276,0.7716727,beta_4_balanced
-1.6792082,-0.60662353,beta_2_pda
-0.8031389,-1.2395546,beta_2_pda
0.14857736,-2.2473636,beta_3_ab
-0.7919547,1.3972718,beta_5_unbalanced
0.13079527,1.7029306,beta_5_unbalanced
-0.6672988,-1.6079141,beta_3_ab
-1.8385923,-1.1542329,beta_2_pda
-1.3640006,-0.032864794,beta_5_unbalanced
0.19758552,-2.5838234,beta_3_ab
-0.22817042,-2.3926928,beta_3_ab
2.0870032,-0.4024831,beta_4_balanced
0.11603528,1.6818364,beta_5_unbalanced
-0.62601364,1.5176058,beta_5_unbalanced
2.6927202,-0.17393263,beta_4_balanced
-1.9716659,-0.4855984,beta_2_pda
-1.9039131,-0.4555437,beta_2_pda
-0.69383687,1.5502707,beta_5_unbalanced
-1.0191907,1.893928,beta_5_unbalanced
1.9235169,-0.86606467,beta_1_yule
2.420464,0.6485212,beta_4_balanced
0.010929959,-2.1155698,beta_3_ab
-0.59595704,1.3662897,beta_5_unbalanced
-1.7639017,-0.5345009,beta_2_pda
-1.3842602,1.1823266,beta_5_unbalanced
-0.21838564,1.561922,beta_5_unbalanced
-2.2053928,-0.6865924,beta_2_pda
-1.8653452,-0.6556021,beta_2_pda
0.47515583,-1.7389739,beta_3_ab
1.3276896,-1.5959257,beta_1_yule
2.2777689,-0.7095752,beta_1_yule
0.23390079,1.3610713,beta_5_unbalanced
2.3740888,0.20310341,beta_4_balanced
-0.04384291,-1.845194,beta_3_ab
-0.47251904,1.7794179,beta_5_unbalanced
-0.6045762,1.3886472,beta_5_unbalanced
-0.8380691,-1.9126402,beta_2_pda
2.3699274,0.77015173,beta_4_balanced
-2.014256,-0.5363729,beta_2_pda
-0.9209051,-1.6596141,beta_3_ab
3.2955427,1.4409269,beta_4_balanced
-1.8254299,-1.0267248,beta_2_pda
1.9221778,-0.06572147,beta_4_balanced
2.4320326,0.06195903,beta_1_yule
-0.889742,1.285113,beta_5_unbalanced
-1.5029969,-1.1751912,beta_2_pda
-0.49530628,1.6379002,beta_5_unbalanced
-1.4302251,0.38564482,beta_5_unbalanced
-1.8201798,-1.0477219,beta_2_pda
-2.2278695,-0.12013756,beta_5_unbalanced
3.0006273,1.4174325,beta_4_balanced
-1.3530835,-1.5047804,beta_2_pda
2.4248273,0.053242818,beta_4_balanced
1.7055434,-0.35465103,beta_1_yule
-0.46034843,1.5243319,beta_5_unbalanced
-0.50177544,-1.8156255,beta_3_ab
1.7089143,-1.5325685,beta_1_yule
3.1129162,1.2819549,beta_4_balanced
-0.44362617,1.6286377,beta_5_unbalanced
2.9972863,0.48852,beta_1_yule
-0.28017083,1.4727304,beta_5_unbalanced
1.3390471,-1.4902724,beta_1_yule
-0.33989844,1.4754329,beta_5_unbalanced
1.8064253,-1.7197617,beta_1_yule
-2.1767,-0.7672947,beta_2_pda
-1.7908357,-0.7553011,beta_2_pda
3.1218703,1.375025,beta_4_balanced
-0.6244515,1.3355292,beta_5_unbalanced
-1.7660582,-0.9866682,beta_2_pda
3.8777487,1.5782347,beta_4_balanced
-2.0202596,-0.62858427,beta_2_pda
1.9223878,-1.6799515,beta_1_yule
-0.41672388,1.3272566,beta_5_unbalanced
0.6765152,-1.0023482,beta_1_yule
-2.5285463,-0.8056699,beta_2_pda
1.9742742,-0.8106766,beta_1_yule
2.934621,0.8650003,beta_4_balanced
2.1116834,-1.3256607,beta_1_yule
0.55046517,-2.5516214,beta_1_yule
-0.9530774,-1.5218917,beta_3_ab
1.7373549,-1.5800539,beta_1_yule
-0.96748924,2.0600083,beta_5_unbalanced
3.73033,1.4556441,beta_4_balanced
-0.082203984,1.2887889,beta_5_unbalanced
1.8828244,-1.2828857,beta_1_yule
2.8381605,0.30530944,beta_4_balanced
-0.8790624,1.2846797,beta_5_unbalanced
0.22246991,-1.7811788,beta_1_yule
0.65154016,-1.7399409,beta_1_yule
0.48496544,-1.7159746,beta_3_ab
-0.3614829,0.97875744,beta_5_unbalanced
-0.6570707,1.8969817,beta_5_unbalanced
1.5313154,-0.7002719,beta_1_yule
2.169512,0.3146606,beta_4_balanced
0.4316737,-1.9408257,beta_3_ab
2.9270554,1.900975,beta_4_balanced
2.2613978,0.14685215,beta_4_balanced
1.3839985,-1.5675308,beta_3_ab
0.0035072565,0.76053137,beta_5_unbalanced
2.1803691,-0.63527495,beta_4_balanced
-1.1300335,-1.6176755,beta_2_pda
-0.35926342,1.6075373,beta_5_unbalanced
-1.5235654,-0.5069406,beta_2_pda
1.4118763,-0.91497546,beta_1_yule
1.1873307,-1.3996477,beta_1_yule
-2.02307,-0.4915401,beta_2_pda
2.3410327,-0.7247982,beta_1_yule
-0.012876933,-2.1750622,beta_3_ab
1.3953319,-1.5146106,beta_1_yule
-1.4384717,-1.2014449,beta_2_pda
2.6948109,1.4002482,beta_4_balanced
0.13626945,-1.6617483,beta_3_ab
2.241277,-0.38057077,beta_1_yule
-0.33023024,-2.4648259,beta_3_ab
0.14596903,1.6583121,beta_5_unbalanced
0.40783834,-1.7542673,beta_3_ab
-0.8750536,-1.632354,beta_3_ab
-1.0086668,1.712218,beta_5_unbalanced
2.9612062,0.554367,beta_4_balanced
2.5936575,0.41169882,beta_1_yule
-1.284517,1.3211246,beta_5_unbalanced
3.2460666,0.6549105,beta_4_balanced
3.0187368,1.1815304,beta_4_balanced
0.45800406,-2.1935515,beta_3_ab
1.6853961,-1.404382,beta_1_yule
-1.2133234,1.3557589,beta_5_unbalanced
2.6103995,0.89872384,beta_4_balanced
1.6729738,-1.4203575,beta_1_yule
-1.7765517,-1.8584096,beta_2_pda
0.84014237,-1.8024126,beta_3_ab
1.4714949,-1.2058476,beta_4_balanced
-0.9050625,1.7389822,beta_5_unbalanced
1.765898,-1.1922038,beta_1_yule
-2.0533202,-0.50687975,beta_2_pda
-0.20406449,1.8719927,beta_5_unbalanced
-0.7010349,-1.8314109,beta_2_pda
-2.2617226,-0.48283672,beta_2_pda
2.4794953,0.41686225,beta_4_balanced
2.0910902,-0.64212507,beta_1_yule
1.5285974,-1.3505017,beta_3_ab
3.438736,0.64834213,beta_4_balanced
-0.07185474,1.6514844,beta_5_unbalanced
-0.10601477,-1.7216297,beta_2_pda
1.4440504,-1.1677717,beta_1_yule
-2.5122614,-0.51332235,beta_2_pda
2.5074534,1.3343238,beta_4_balanced
0.29129952,1.4176449,beta_5_unbalanced
1.0471722,-1.5460054,beta_1_yule
1.5135239,-1.6060914,beta_1_yule
-1.8527215,-0.44327432,beta_2_pda
1.0737417,-1.9757637,beta_1_yule
-1.3859316,1.125062,beta_5_unbalanced
1.9440944,-1.2482606,beta_1_yule
2.574617,0.17036372,beta_4_balanced
-0.61846817,-1.7238946,beta_2_pda
2.9146445,0.96445376,beta_4_balanced
3.1195219,0.20764284,beta_4_balanced
-1.5223384,1.1747016,beta_5_unbalanced
-0.9280345,1.4870667,beta_5_unbalanced
-1.5521045,-1.6019293,beta_2_pda
2.3771667,-0.6069479,beta_4_balanced
1.7676246,-1.353818,beta_1_yule
-0.26056778,1.113748,beta_5_unbalanced
-0.010024689,-2.2232823,beta_3_ab
1.1199538,-1.7849993,beta_1_yule
0.3289753,-1.6969783,beta_3_ab
2.3998308,0.80478615,beta_4_balanced
-0.15041071,1.0638998,beta_5_unbalanced
-2.0241373,-0.5559209,beta_2_pda
2.5601969,0.8710472,beta_1_yule
2.7753828,0.69515973,beta_4_balanced
1.9516293,-1.218575,beta_1_yule
3.421781,1.127365,beta_4_balanced
-1.2130649,-1.1292173,beta_2_pda
-0.7847786,-1.1901712,beta_3_ab
2.458551,-0.37403515,beta_1_yule
-1.9544425,-0.54908234,beta_2_pda
1.3377986,-0.6427996,beta_1_yule
0.8504048,-1.7234097,beta_3_ab
-1.2508959,-1.6762712,beta_2_pda
0.7628864,-1.7692558,beta_3_ab
0.2738353,-2.0294478,beta_3_ab
-1.4665246,1.7755699,beta_5_unbalanced
2.2870696,-0.18867888,beta_4_balanced
-1.0117521,2.603676,beta_5_unbalanced
-1.5443809,-1.1088971,beta_2_pda
3.6050777,1.8878456,beta_4_balanced
0.24198973,-1.9780465,beta_1_yule
-0.4250942,1.7956454,beta_5_unbalanced
3.1977892,1.0413122,beta_4_balanced
-0.47702944,1.33227,beta_5_unbalanced
-2.1225016,-0.70060354,beta_2_pda
1.5210917,-1.3788394,beta_1_yule
1.5863948,-0.24372204,beta_1_yule
0.94599164,-1.6971855,beta_3_ab
2.7581432,1.3129034,beta_4_balanced
0.72272664,-1.4829259,beta_3_ab
1.1458418,-1.6063763,beta_3_ab
-1.6993307,-0.91795725,beta_2_pda
2.1311214,-0.79899496,beta_1_yule
0.30869097,-2.2763257,beta_1_yule
-2.0310493,-0.5881321,beta_2_pda
-0.34940818,1.7954079,beta_5_unbalanced
2.715641,-0.18671328,beta_4_balanced
3.0211895,0.54670924,beta_4_balanced
-1.324087,-1.4211568,beta_2_pda
1.5932596,-1.243063,beta_3_ab
-1.2642581,-1.1843971,beta_2_pda
-0.061286233,-1.9118816,beta_3_ab
2.8857126,0.95316523,beta_4_balanced
1.8629786,-0.90430313,beta_3_ab
-0.20662451,1.9373888,beta_5_unbalanced
1.4266559,-0.8393347,beta_1_yule
0.35003334,-1.9264331,beta_3_ab
-0.9030251,-1.8110412,beta_3_ab
2.9560826,0.7070467,beta_4_balanced
-1.1390741,-0.9229073,beta_2_pda
-0.08370931,-2.2625031,beta_3_ab
1.0506463,-2.2725,beta_1_yule
2.416162,-0.7655215,beta_1_yule
-0.31965488,1.8383121,beta_5_unbalanced
-1.4663992,1.710441,beta_5_unbalanced
-0.67586917,-2.002201,beta_3_ab
2.1965337,-0.6531815,beta_1_yule
1.4094524,-1.6373153,beta_3_ab
-1.4286296,1.1872483,beta_5_unbalanced
1.9070144,-1.32202,beta_1_yule
-1.3423667,-0.9472488,beta_2_pda
1.9412599,-0.3967769,beta_1_yule
2.0747426,-1.2075431,beta_1_yule
-1.1453493,0.6834028,beta_5_unbalanced
2.5720828,0.1087918,beta_4_balanced
1.4531336,-1.0311979,beta_1_yule
-0.67129135,-1.9116617,beta_2_pda
-0.7712818,-1.3701644,beta_3_ab
3.2618175,1.0329218,beta_4_balanced
1.5323027,-0.9179309,beta_3_ab
-1.4169632,-0.99060786,beta_2_pda
-2.002877,-0.7196933,beta_2_pda
3.015582,1.2452295,beta_4_balanced
2.8146296,0.9275872,beta_4_balanced
0.8057862,-1.6532378,beta_1_yule
1.6996983,-1.1948994,beta_1_yule
-0.1695489,-1.9554367,beta_3_ab
2.509377,1.3314916,beta_4_balanced
2.85444,0.57950306,beta_4_balanced
-0.093610406,-1.7542639,beta_3_ab
-0.9737512,1.0323763,beta_5_unbalanced
1.1932595,-0.9465495,beta_1_yule
-0.7673879,-1.3935966,beta_2_pda
3.4570315,1.3717328,beta_4_balanced
3.160691,1.1253554,beta_4_balanced
2.865985,0.4688053,beta_4_balanced
2.3468733,-0.12766898,beta_4_balanced
1.659947,-1.3551848,beta_1_yule
2.4388537,0.744343,beta_4_balanced
0.57812387,-2.2381139,beta_3_ab
-1.6605413,-0.49130297,beta_2_pda
-0.7863155,1.5096846,beta_5_unbalanced
-2.4028296,-0.5793711,beta_2_pda
0.14722845,-2.117728,beta_3_ab
1.229509,-1.6495551,beta_1_yule
-0.22343735,-1.6104985,beta_3_ab
-1.808829,-0.51092756,beta_2_pda
1.519212,-2.2793007,beta_1_yule
0.7049176,-1.6993235,beta_3_ab
-1.7340705,-1.073945,beta_2_pda
2.3450458,0.92779267,beta_4_balanced
-2.09015,-1.0115901,beta_2_pda
-0.5034309,1.4044163,beta_5_unbalanced
0.6590813,-1.8950909,beta_3_ab
-0.78023887,-1.5754827,beta_3_ab
-0.6177235,0.79798996,beta_5_unbalanced
-0.2865389,2.1457925,beta_5_unbalanced
-1.2337409,-1.0906341,beta_2_pda
1.8323717,-1.1609225,beta_1_yule
-1.5405734,1.3227023,beta_5_unbalanced
-2.0280213,-1.2699211,beta_2_pda
3.6550374,1.5905911,beta_4_balanced
-0.6933736,1.7257864,beta_5_unbalanced
1.7370147,-0.8293456,beta_1_yule
1.5172961,-0.45525405,beta_1_yule
2.32817,-0.6876239,beta_4_balanced
1.2688895,-1.2976952,beta_3_ab
2.6836405,0.8366209,beta_4_balanced
0.27257347,-1.8723756,beta_3_ab
-0.9714264,1.0471852,beta_5_unbalanced
-0.96091753,0.84027797,beta_5_unbalanced
2.8969586,0.84349245,beta_4_balanced
-2.1313062,-0.79402184,beta_2_pda
-2.5969236,-0.4598682,beta_2_pda
-1.7293565,-1.5114985,beta_2_pda
1.3608813,-1.8224789,beta_1_yule
0.95601034,-1.0049862,beta_3_ab
-0.75162625,1.4598529,beta_5_unbalanced
0.6479078,-2.2834435,beta_3_ab
2.3778307,-0.9039191,beta_1_yule
2.2604082,0.19249453,beta_4_balanced
-1.7407819,-0.6336725,beta_2_pda
-0.98979026,-1.3353553,beta_2_pda
0.9960921,-1.5805221,beta_1_yule
1.6543711,-1.302103,beta_1_yule
-1.8455408,-0.9010881,beta_2_pda
0.75102186,-2.181042,beta_3_ab
2.018158,-0.47421104,beta_4_balanced
2.311797,0.3593327,beta_4_balanced
0.3130073,-2.1943135,beta_3_ab
2.6838355,0.80079645,beta_4_balanced
-0.61936235,1.1583194,beta_5_unbalanced
-1.8182354,0.0710904,beta_5_unbalanced
0.033247467,-2.1077094,beta_3_ab
-0.09645936,1.0492811,beta_5_unbalanced
0.2797445,1.489112,beta_5_unbalanced
-1.9470334,-0.5245074,beta_2_pda
2.9516923,0.14057893,beta_4_balanced
-1.9477164,-0.9957106,beta_2_pda
-1.884586,-0.97748065,beta_2_pda
0.4819433,-2.1222076,beta_1_yule
-1.0311093,-1.7192057,beta_2_pda
-0.9264795,1.89834,beta_5_unbalanced
-0.47867858,1.675337,beta_5_unbalanced
-0.105153084,-2.0801,beta_3_ab
-0.043710932,-1.3793979,beta_3_ab
2.1898324,-0.11097414,beta_4_balanced
-0.5265027,1.7613919,beta_5_unbalanced
2.4939892,0.67609113,beta_4_balanced
2.6802695,0.11689124,beta_1_yule
-2.1102,-0.51908153,beta_2_pda
-1.7284486,1.416806,beta_5_unbalanced
3.0294802,0.6293422,beta_4_balanced
1.3946444,-1.4754775,beta_1_yule
-0.25221184,1.7763981,beta_5_unbalanced
-0.041017335,-1.782546,beta_3_ab
2.5967321,-0.64132005,beta_1_yule
-2.1508412,-0.6920057,beta_2_pda
-0.15108144,-2.017246,beta_3_ab
1.1528296,-1.6440598,beta_3_ab
-1.698699,-0.8197944,beta_2_pda
-1.9812298,-0.3524632,beta_2_pda
2.6070306,0.39051864,beta_4_balanced
1.4677454,-1.9516104,beta_3_ab
1.9620836,-1.5326215,beta_1_yule
2.7085,0.70504516,beta_4_balanced
-1.2558497,-1.4153547,beta_2_pda
1.7300367,-1.0355191,beta_1_yule
3.1302319,0.66167545,beta_4_balanced
-0.4328737,1.2695163,beta_5_unbalanced
2.140256,-0.30601317,beta_1_yule
2.4795907,1.1017568,beta_4_balanced
1.77392,-0.33002168,beta_4_balanced
1.4149612,-1.0642768,beta_1_yule
-0.29650712,1.0417818,beta_5_unbalanced
1.5904562,-0.97241664,beta_1_yule
-2.006029,-0.49287766,beta_2_pda
-0.5613459,1.9226754,beta_5_unbalanced
2.0720997,-0.09036468,beta_4_balanced
1.9441369,-0.6558778,beta_1_yule
1.0044062,-1.5741711,beta_3_ab
2.176911,-0.4674228,beta_1_yule
1.1236861,-1.9439995,beta_3_ab
1.6926798,-1.3236729,beta_1_yule
2.532687,0.7818459,beta_4_balanced
1.5363883,-1.3214105,beta_1_yule
1.4221544,0.6021891,beta_4_balanced
-0.2573793,1.7382188,beta_5_unbalanced
1.4575636,-0.8815063,beta_1_yule
1.3900366,-1.4596926,beta_1_yule
-2.0778491,-0.36844355,beta_2_pda
-1.8151708,-0.72455657,beta_2_pda
-0.84094465,1.4279449,beta_5_unbalanced
2.557604,-0.18559138,beta_4_balanced
1.9788224,-0.95808095,beta_3_ab
-2.3228827,-0.6393726,beta_2_pda
-0.7411003,-1.7633221,beta_3_ab
0.3566576,-2.1926212,beta_3_ab
2.034342,-0.9864136,beta_1_yule
1.6513702,-0.730779,beta_4_balanced
-1.0146973,-1.362633,beta_2_pda
-1.799606,-0.83893275,beta_2_pda
-1.935608,-0.60932195,beta_2_pda
-0.5913303,2.1896603,beta_5_unbalanced
2.2709541,0.8656551,beta_1_yule
-0.35559666,-2.2053242,beta_3_ab
-0.050756484,-2.0817866,beta_3_ab
-0.28199285,1.6157203,beta_5_unbalanced
2.209243,0.003983589,beta_4_balanced
0.23332958,-1.90954,beta_3_ab
3.1707985,1.0604428,beta_4_balanced
-0.9242583,1.4418641,beta_5_unbalanced
2.370397,1.0260501,beta_4_balanced
0.036188867,-2.3796213,beta_3_ab
1.0548192,-2.347535,beta_3_ab
-0.7611943,1.1462883,beta_5_unbalanced
0.090886235,-1.9320403,beta_3_ab
-0.9172519,1.3148277,beta_5_unbalanced
-1.1849998,1.6510081,beta_5_unbalanced
2.5699685,0.20788562,beta_4_balanced
-0.1815638,0.8636001,beta_5_unbalanced
2.9912388,1.2770419,beta_4_balanced
1.877133,-0.88328177,beta_1_yule
-0.74109715,1.8308848,beta_5_unbalanced
-1.9864634,-0.6606885,beta_2_pda
-0.2326086,-2.2813616,beta_3_ab
1.9414921,-1.1582952,beta_4_balanced
1.5356733,-1.874437,beta_1_yule
-0.3123879,1.4452995,beta_5_unbalanced
3.035389,0.0039832927,beta_1_yule
-1.4283568,0.9776163,beta_5_unbalanced
1.7892308,-1.5425365,beta_1_yule
0.37826952,-2.2584822,beta_3_ab
2.059063,-0.6329892,beta_4_balanced
-1.2222741,-1.182684,beta_2_pda
-0.46188685,-2.2138438,beta_3_ab
-0.25219595,-1.861652,beta_3_ab
-2.0396643,-0.5156771,beta_2_pda
2.9929092,-0.10072867,beta_4_balanced
3.2650998,0.77967197,beta_4_balanced
-0.7250415,1.2892976,beta_5_unbalanced
-0.9471387,0.59038925,beta_5_unbalanced
2.7606711,1.4564196,beta_4_balanced
3.1477017,0.49258792,beta_1_yule
-0.90788174,0.9383469,beta_5_unbalanced
2.554204,-0.45146275,beta_1_yule
-1.6376534,-1.7362199,beta_2_pda
2.6894138,-0.3022508,beta_4_balanced
-0.4650777,1.4544966,beta_5_unbalanced
1.6974618,-0.93748105,beta_1_yule
3.0197682,1.6345024,beta_4_balanced
2.1040165,-1.1817577,beta_1_yule
-0.34971023,-1.942792,beta_3_ab
-0.46189076,-2.195314,beta_3_ab
2.7490978,0.31739593,beta_4_balanced
1.5152632,-1.3878248,beta_1_yule
2.9083533,0.6006484,beta_1_yule
-0.8443254,1.154387,beta_5_unbalanced
-1.158531,-1.5330832,beta_3_ab
1.6304128,-1.2023089,beta_1_yule
-0.8631508,-1.3069892,beta_2_pda
-1.0872692,0.81099087,beta_5_unbalanced
1.6754079,-1.371485,beta_4_balanced
-2.4525487,-1.0851833,beta_2_pda
-0.3305154,1.4338175,beta_5_unbalanced
2.6801202,0.39528775,beta_4_balanced
-1.7971876,-0.17974997,beta_2_pda
1.266113,-1.1082323,beta_3_ab
-0.98259425,1.2252612,beta_5_unbalanced
-0.4149206,1.3828698,beta_5_unbalanced
-1.9051386,-0.6494387,beta_2_pda
1.9712523,-0.4418295,beta_1_yule
-2.3783014,-0.55069196,beta_2_pda
